uaX; uaY; uaZ; gX; gY; gZ
-2,536489; 0,02673726; -0,9427814; 4,373872; 33,03962; -21,89416
-2,400775; 0,04997347; -0,5947747; 3,692899; 35,52508; -21,92849
-2,333753; 0,0750908; -0,1728966; 2,872679; 37,67863; -21,96283
-2,261116; 0,1084643; 0,2487445; 2,048643; 40,56466; -22,12306
-2,130618; 0,1338368; 0,5842824; 1,312353; 43,53844; -22,10398
-2,030291; 0,1719162; 1,008442; 0,8755375; 45,63859; -21,89416
-1,912941; 0,2211231; 1,460355; -0,0877445; 47,66815; -21,79116
-1,73019; 0,2547083; 1,872472; -1,161279; 50,51489; -21,73317
-1,515331; 0,3141316; 2,312028; -2,359564; 51,43544; -21,52601
-1,364229; 0,3740598; 2,751449; -4,200291; 52,9004; -21,71676
-1,141754; 0,4075238; 3,060734; -5,527903; 54,30431; -21,61185
-0,8884014; 0,4680597; 3,332818; -5,844547; 56,19463; -21,07013
-0,6579391; 0,5225789; 3,715714; -6,090613; 57,05109; -20,38915
-0,3971008; 0,5793086; 4,05053; -7,175974; 58,34437; -20,17933
-0,06234181; 0,6253334; 4,242115; -8,120181; 59,32482; -19,79401
0,2495201; 0,6809312; 4,432016; -8,101107; 59,50031; -19,0768
0,5049905; 0,7515302; 4,714155; -8,192666; 59,92186; -18,5675
0,8166789; 0,7979674; 4,876189; -9,468777; 59,78071; -18,37484
1,137821; 0,8503442; 4,920938; -9,69386; 60,18319; -17,90369
1,449562; 0,892566; 5,076847; -9,503111; 59,76354; -17,37913
1,793838; 0,9483989; 5,141751; -9,434441; 59,57088; -16,90608
2,127572; 0,990617; 5,168684; -9,360049; 59,01008; -16,50169
2,519608; 1,048822; 5,187594; -10,10664; 56,81266; -16,25944
2,894628; 1,096416; 5,105259; -11,21604; 55,17794; -16,27661
3,223091; 1,113038; 4,910199; -10,30807; 54,26616; -15,87222
3,458743; 1,162383; 4,850267; -8,137349; 53,53178; -15,27708
3,680067; 1,194491; 4,802481; -8,015269; 51,92185; -15,33049
3,944725; 1,223614; 4,578439; -8,715318; 50,24517; -15,66049
4,148164; 1,237762; 4,366339; -8,940402; 47,96572; -15,83979
4,345428; 1,259645; 4,068484; -8,715318; 45,5146; -15,90846
4,504539; 1,265892; 3,835743; -8,259428; 42,76972; -15,94279
4,640443; 1,267262; 3,440875; -7,298053; 39,81311; -15,87413
4,658079; 1,240403; 3,080491; -5,947551; 37,25708; -15,75014
4,565928; 1,19014; 2,627265; -4,866005; 34,8422; -15,71389
4,476347; 1,148773; 2,174555; -4,495952; 32,42541; -15,77112
4,489602; 1,138248; 1,847796; -4,041969; 29,87128; -15,78829
4,535023; 1,146148; 1,582527; -3,219842; 26,96618; -15,78829
4,606667; 1,146934; 1,360744; -2,170723; 23,97332; -15,73488
4,690084; 1,15812; 1,113682; -0,3921798; 20,50932; -15,54375
4,744789; 1,178703; 1,000447; 1,31426; 16,7077; -15,29615
4,779049; 1,189281; 0,8902515; 2,382454; 13,53936; -15,08633
4,811459; 1,196552; 0,7610047; 3,343828; 10,25085; -14,94327
4,828684; 1,198245; 0,656792; 4,568437; 6,910833; -14,71818
4,819971; 1,211391; 0,5929003; 5,951366; 3,811163; -14,36721
4,785691; 1,209761; 0,5475585; 7,525045; 0,6771587; -14,00097
4,732769; 1,198538; 0,5201443; 8,978552; -2,399621; -13,59849
4,669661; 1,192496; 0,5313644; 10,55414; -5,514551; -13,1941
4,570208; 1,187353; 0,5472492; 11,91799; -9,07011; -12,7592
